image,release,package_name,package_version,type,vulnerability_id,severity,url,target,patched_version,mirrored,status,justification
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-25679,LOW,https://avd.aquasec.com/nvd/cve-2026-25679,bin/cni,"1.25.8, 1.26.1",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,bin/cni,"1.25.9, 1.26.2",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32282,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32282,bin/cni,"1.25.9, 1.26.2",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-25679,LOW,https://avd.aquasec.com/nvd/cve-2026-25679,bin/containerd-shim-runc-v2,"1.25.8, 1.26.1",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,bin/containerd-shim-runc-v2,"1.25.9, 1.26.2",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,google.golang.org/grpc,v1.78.0,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,bin/containerd-shim-runc-v2,1.79.3,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32282,HIGH,https://avd.aquasec.com/nvd/cve-2026-32282,bin/containerd-shim-runc-v2,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/docker/docker,v25.0.8+incompatible,gobinary,CVE-2026-34040,HIGH,https://avd.aquasec.com/nvd/cve-2026-34040,bin/k3s,29.3.1,false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/go-jose/go-jose/v4,v4.1.3,gobinary,CVE-2026-34986,HIGH,https://avd.aquasec.com/nvd/cve-2026-34986,bin/k3s,4.1.4,false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-27889,HIGH,https://avd.aquasec.com/nvd/cve-2026-27889,bin/k3s,"2.11.14, 2.12.5",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-29785,HIGH,https://avd.aquasec.com/nvd/cve-2026-29785,bin/k3s,"2.11.14, 2.12.5",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-33216,HIGH,https://avd.aquasec.com/nvd/cve-2026-33216,bin/k3s,"2.11.15, 2.12.6",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-33217,HIGH,https://avd.aquasec.com/nvd/cve-2026-33217,bin/k3s,"2.11.15, 2.12.6",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-33218,HIGH,https://avd.aquasec.com/nvd/cve-2026-33218,bin/k3s,"2.11.15, 2.12.6",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/nats-io/nats-server/v2,v2.12.2,gobinary,CVE-2026-33247,HIGH,https://avd.aquasec.com/nvd/cve-2026-33247,bin/k3s,"2.11.15, 2.12.6",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,google.golang.org/grpc,v1.72.2,gobinary,CVE-2026-33186,HIGH,https://avd.aquasec.com/nvd/cve-2026-33186,bin/k3s,1.79.3,false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-25679,LOW,https://avd.aquasec.com/nvd/cve-2026-25679,bin/k3s,"1.25.8, 1.26.1",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,bin/k3s,"1.25.9, 1.26.2",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,github.com/buger/jsonparser,v1.1.1,gobinary,CVE-2026-32285,HIGH,https://avd.aquasec.com/nvd/cve-2026-32285,bin/k3s,1.1.2,false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,go.opentelemetry.io/otel/sdk,v1.40.0,gobinary,CVE-2026-39883,HIGH,https://avd.aquasec.com/nvd/cve-2026-39883,bin/k3s,1.43.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32282,HIGH,https://avd.aquasec.com/nvd/cve-2026-32282,bin/k3s,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,bin/runc,"1.25.9, 1.26.2",false,affected,
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-32282,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32282,bin/runc,"1.25.9, 1.26.2",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-25679,HIGH,https://avd.aquasec.com/nvd/cve-2026-25679,bin/runc,"1.25.8, 1.26.1",false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.35.3-k3s1,k3s/v1.35.3,stdlib,v1.25.7,gobinary,CVE-2026-27142,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-27142,bin/runc,"1.25.8, 1.26.1",false,not_affected,vulnerable_code_not_present
rancher/klipper-helm:v0.9.14-build20260309,k3s/v1.35.3,libcrypto3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-helm:v0.9.14-build20260309 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-helm:v0.9.14-build20260309,k3s/v1.35.3,libssl3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-helm:v0.9.14-build20260309 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-helm:v0.9.14-build20260309,k3s/v1.35.3,stdlib,v1.25.8,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,"1.25.9, 1.26.2",false,affected,
