image,critical,high,total
longhornio/backing-image-manager:v1.7.3,0,21,21
longhornio/csi-attacher:v4.8.0,0,0,0
longhornio/csi-node-driver-registrar:v2.13.0,0,0,0
longhornio/csi-provisioner:v4.0.1-20250204,0,0,0
longhornio/csi-resizer:v1.13.1,0,0,0
longhornio/csi-snapshotter:v7.0.2-20250204,0,0,0
longhornio/livenessprobe:v2.15.0,0,0,0
longhornio/longhorn-cli:v1.7.3,0,13,13
longhornio/longhorn-engine:v1.7.3,0,17,17
longhornio/longhorn-instance-manager:v1.7.3,0,19,19
longhornio/longhorn-manager:v1.7.3,0,16,16
longhornio/longhorn-share-manager:v1.7.3,0,15,15
longhornio/longhorn-ui:v1.7.3,0,18,18
longhornio/support-bundle-kit:v0.0.51,0,13,13
