image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.8.0,2,51,53
ghcr.io/kube-vip/kube-vip-iptables:v0.8.1,2,33,35
kubeovn/kube-ovn:v1.13.13,0,89,89
longhornio/backing-image-manager:v1.9.2,2,39,41
longhornio/csi-attacher:v4.9.0-20250709,0,12,12
longhornio/csi-node-driver-registrar:v2.14.0-20250709,0,12,12
longhornio/csi-provisioner:v5.3.0-20250709,0,11,11
longhornio/csi-resizer:v1.14.0-20250709,0,11,11
longhornio/csi-snapshotter:v8.3.0-20250709,0,12,12
longhornio/livenessprobe:v2.16.0-20250709,0,11,11
longhornio/longhorn-cli:v1.9.2,2,30,32
longhornio/longhorn-engine:v1.9.2,6,60,66
longhornio/longhorn-instance-manager:v1.9.2,5,52,57
longhornio/longhorn-manager:v1.9.2,7,30,37
longhornio/longhorn-share-manager:v1.9.2,3,31,34
longhornio/longhorn-ui:v1.9.2,2,20,22
longhornio/support-bundle-kit:v0.0.69,2,31,33
rancher/fleet-agent:v0.13.2,1,28,29
rancher/fleet:v0.13.2,4,64,68
rancher/hardened-addon-resizer:1.8.23-build20250909,0,10,10
rancher/hardened-cluster-autoscaler:v1.10.2-build20250909,0,10,10
rancher/hardened-coredns:v1.12.3-build20250909,0,27,27
rancher/hardened-dns-node-cache:1.26.0-build20250909,0,38,38
rancher/hardened-etcd:v3.5.21-k3s1-build20250910,0,18,18
rancher/hardened-flannel:v0.27.3-build20250901,0,14,14
rancher/hardened-k8s-metrics-server:v0.8.0-build20250909,0,14,14
rancher/hardened-kubernetes:v1.33.5-rke2r1-build20250910,0,95,95
rancher/hardened-multus-cni:v4.2.2-build20250909,0,46,46
rancher/harvester-cluster-repo:v1.6.1,2,20,22
rancher/harvester-eventrouter:v1.6.1,0,15,15
rancher/harvester-kubeovn-operator:v1.13.13,1,50,51
rancher/harvester-load-balancer-webhook:v1.6.1,0,19,19
rancher/harvester-load-balancer:v1.6.1,0,15,15
rancher/harvester-network-controller:v1.6.1,2,27,29
rancher/harvester-network-helper:v1.6.1,0,20,20
rancher/harvester-network-webhook:v1.6.1,0,20,20
rancher/harvester-networkfs-manager:v1.6.1,2,26,28
rancher/harvester-node-disk-manager-webhook:v1.6.1,1,23,24
rancher/harvester-node-disk-manager:v1.6.1,2,31,33
rancher/harvester-node-manager-webhook:v1.6.1,3,27,30
rancher/harvester-node-manager:v1.6.1,3,24,27
rancher/harvester-pcidevices:v1.6.1,2,28,30
rancher/harvester-seeder:v1.6.1,3,24,27
rancher/harvester-upgrade:v1.6.1,4,103,107
rancher/harvester-vm-import-controller:v1.6.1,3,48,51
rancher/harvester-webhook:v1.6.1,2,40,42
rancher/harvester:v1.6.1,2,42,44
rancher/klipper-helm:v0.9.8-build20250709,0,67,67
rancher/klipper-lb:v0.4.13,0,4,4
rancher/kubectl:v1.33.1,0,12,12
rancher/mirrored-cluster-api-controller:v1.10.2,0,14,14
rancher/mirrored-fluent-fluent-bit:3.1.8,4,25,29
rancher/mirrored-grafana-grafana:11.1.0,1,23,24
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.2,0,14,14
rancher/mirrored-kiwigrid-k8s-sidecar:1.27.4,5,35,40
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,12,12
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,8,69,77
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,10,10
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.12.0,0,29,29
rancher/mirrored-library-busybox:1.37.0,0,0,0
rancher/mirrored-library-nginx:1.24.0-alpine,2,11,13
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.12.0,0,13,13
rancher/mirrored-prometheus-alertmanager:v0.27.0,0,34,34
rancher/mirrored-prometheus-node-exporter:v1.8.2,0,10,10
rancher/mirrored-prometheus-operator-admission-webhook:v0.75.1,0,17,17
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.75.1,0,31,31
rancher/mirrored-prometheus-operator-prometheus-operator:v0.75.1,0,17,17
rancher/mirrored-prometheus-prometheus:v2.53.1,0,36,36
rancher/mirrored-sig-storage-snapshot-controller:v8.2.0,0,10,10
rancher/rancher-webhook:v0.8.2,0,16,16
rancher/rancher:v2.12.2,1,262,263
rancher/rke2-cloud-provider:v1.33.4-rc1.0.20250814212538-148243c49519-build20250908,0,32,32
rancher/rke2-runtime:v1.33.5-rke2r1,0,83,83
