image,critical,high,total
registry.rancher.com/suse-observability/clickhouse-backup:2.7.0-so2,0,0,0
registry.rancher.com/suse-observability/clickhouse:25.9.6-so3,0,0,0
registry.rancher.com/suse-observability/container-tools:1.8.6-so5,0,0,0
registry.rancher.com/suse-observability/elasticsearch-exporter:1.10.0-so4,0,0,0
registry.rancher.com/suse-observability/elasticsearch:8.19.15-so4,0,0,0
registry.rancher.com/suse-observability/envoy:1.38.0-so3,0,1,1
registry.rancher.com/suse-observability/hadoop:3.4.3-so6,0,0,0
registry.rancher.com/suse-observability/hbase-master:2.5-8.1.1,0,0,0
registry.rancher.com/suse-observability/hbase-regionserver:2.5-8.1.1,0,0,0
registry.rancher.com/suse-observability/jmx-exporter:0.20.0-so3,0,0,0
registry.rancher.com/suse-observability/kafka:3.9.2-so4,0,0,0
registry.rancher.com/suse-observability/kafkaup-operator:0.0.10,0,0,0
registry.rancher.com/suse-observability/kubernetes-rbac-agent:41bc549e-791-release,0,0,0
registry.rancher.com/suse-observability/nginx-prometheus-exporter:1.5.1-so4,0,0,0
registry.rancher.com/suse-observability/s3proxy:3.1.0-so4,0,0,0
registry.rancher.com/suse-observability/spotlight:5.2.0-snapshot.208,0,0,0
registry.rancher.com/suse-observability/stackgraph-console:2.5-8.1.1,0,0,0
registry.rancher.com/suse-observability/stackgraph-hbase:2.5-8.1.1,0,0,0
registry.rancher.com/suse-observability/stackpacks:20260610110724-master-4814eb5-prime-selfhosted,0,0,0
registry.rancher.com/suse-observability/stackstate-correlate:2.10.2-pre.61,0,0,0
registry.rancher.com/suse-observability/stackstate-kafka-to-es:2.10.2-pre.61,0,0,0
registry.rancher.com/suse-observability/stackstate-receiver:2.10.2-pre.61,0,0,0
registry.rancher.com/suse-observability/stackstate-server:2.10.2-pre.61-2.5,0,0,0
registry.rancher.com/suse-observability/stackstate-ui:2.10.2-pre.61,0,0,0
registry.rancher.com/suse-observability/sts-opentelemetry-collector:v0.0.38,0,0,0
registry.rancher.com/suse-observability/suse-observability-borg:20260610050615-d6114ed5,0,0,0
registry.rancher.com/suse-observability/suse-observability-mcp:20260610045244-c816bce4,0,0,0
registry.rancher.com/suse-observability/tephra-server:2.5-8.1.1,0,0,0
registry.rancher.com/suse-observability/victoria-metrics:1.144.0-so2,0,0,0
registry.rancher.com/suse-observability/vmagent:1.144.0-so2,0,0,0
registry.rancher.com/suse-observability/vmbackup:1.144.0-so3,0,0,0
registry.rancher.com/suse-observability/vmrestore:1.144.0-so2,0,0,0
registry.rancher.com/suse-observability/wait:1.0.12-so4,0,0,0
registry.rancher.com/suse-observability/workload-observer:7df1768a-228-release,0,0,0
registry.rancher.com/suse-observability/zookeeper:3.9.5-so5,0,0,0
